CustomerID,Churn Probability
8854-CCVSQ,0.561
5628-FCGYG,0.561
7668-XCFYV,0.561
5673-TIYIB,0.561
9600-NAXZN,0.561
5959-BELXA,0.56
5271-DBYSJ,0.56
2080-CAZNM,0.56
5989-PGKJB,0.56
5399-ZIMKF,0.559
3315-TOTBP,0.559
8739-WWKDU,0.559
6905-NIQIN,0.559
6005-OBZPH,0.559
8617-ENBDS,0.559
5382-SOYZL,0.558
8544-GOQSH,0.558
5931-FLJJF,0.558
6365-MTGZX,0.558
5119-NZPTV,0.558
6559-PDZLR,0.558
5923-GXUOC,0.558
2985-FMWYF,0.557
1384-RCUXW,0.557
3199-XGZCY,0.557
6034-YMTOB,0.557
9661-MHUMO,0.556
0122-OAHPZ,0.556
4009-ALQFH,0.556
8393-DLHGA,0.555
3312-ZWLGF,0.555
6719-OXYBR,0.554
9638-JIQYA,0.554
9851-KIELU,0.554
0644-OQMDK,0.554
7480-QNVZJ,0.554
9524-EGPJC,0.554
3254-YRILK,0.553
3640-PHQXK,0.553
5373-SFODM,0.553
3030-YDNRM,0.553
0952-KMEEH,0.552
2832-KJCRD,0.552
5453-AXEPF,0.552
1866-OBPNR,0.552
5099-BAILX,0.552
0265-EDXBD,0.552
2897-DOVND,0.551
8695-ARGXZ,0.551
7359-PTSXY,0.551
7825-GKXMW,0.551
7245-NIIWQ,0.551
4658-HCOHW,0.55
2311-QYMUQ,0.55
7394-LWLYN,0.55
1723-HKXJQ,0.55
8873-GLDMH,0.55
0376-YMCJC,0.55
4441-NIHPT,0.55
7278-CKDNC,0.55
7831-QGOXH,0.549
5028-GZLDO,0.549
5935-FCCNB,0.549
5609-CEBID,0.549
1989-PRJHP,0.549
3717-OEAUQ,0.549
2049-BAFNW,0.549
7270-BDIOA,0.549
2359-KMGLI,0.548
0168-XZKBB,0.548
9885-AIBVB,0.548
5405-ZMYXQ,0.548
9588-OZDMQ,0.548
1078-TDCRN,0.548
3669-OYSJI,0.547
1236-WFCDV,0.547
9445-SZLCH,0.547
0709-TVGUR,0.547
6168-WFVVF,0.547
6331-EWIEB,0.546
4521-YEEHE,0.546
7593-XFKDI,0.546
7054-LGEQW,0.546
5899-MQZZL,0.546
9633-XQABV,0.546
2189-WWOEW,0.546
5804-LEPIM,0.546
0963-ZBDRN,0.546
6352-TWCAU,0.546
9947-OTFQU,0.546
5886-VLQVU,0.545
7783-YKGDV,0.545
5692-ICXLW,0.545
9717-QEBGU,0.545
8875-AKBYH,0.545
3744-ZRRDZ,0.544
4282-YMKNA,0.544
6212-ATMLK,0.544
2037-SGXHH,0.544
2273-QCKXA,0.544
2607-FBDFF,0.544
5552-ZNFSJ,0.544
1963-SVUCV,0.544
1612-EOHDH,0.544
1582-RAFML,0.543
5968-VXZLG,0.543
5832-XKAES,0.543
7841-TZDMQ,0.543
6078-VESFR,0.543
3003-CMDUU,0.543
3269-ATYWD,0.543
8276-MQBYC,0.542
1226-IENZN,0.542
9244-ZVAPM,0.542
8696-JKZNU,0.542
6298-QDFNH,0.542
3798-EPWRR,0.542
3951-NJCVI,0.542
4816-LXZYW,0.542
0818-OCPZO,0.541
2568-BRGYX,0.541
9821-POOTN,0.541
0529-ONKER,0.541
6166-ILMNY,0.541
9465-RWMXL,0.54
3755-JBMNH,0.54
6821-BUXUX,0.54
6583-QGCSI,0.54
0447-RXSGD,0.54
4763-PGDPO,0.54
1196-AMORA,0.54
1428-GTBJJ,0.54
2506-CLAKW,0.54
5035-BVCXS,0.54
5276-KQWHG,0.54
4208-UFFGW,0.539
9801-GDWGV,0.539
1597-FZREH,0.539
8819-IMISP,0.539
6347-DCUIK,0.538
2833-SLKDQ,0.538
7754-IXRMC,0.538
7252-NTGSS,0.538
6582-OIVSP,0.538
4505-EXZHB,0.538
4195-NZGTA,0.537
2608-BHKFN,0.537
7534-BFESC,0.537
9448-REEVD,0.537
0196-JTUQI,0.537
6215-NQCPY,0.536
0581-BXBUB,0.536
3629-ZNKXA,0.536
9600-UDOPK,0.536
8949-JTMAY,0.536
4029-HPFVY,0.536
1478-VPOAD,0.535
5998-VVEJY,0.535
1942-OQFRW,0.535
2962-XPMCQ,0.535
9172-JITSM,0.535
9898-KZQDZ,0.535
5650-YLIBA,0.535
2873-ZLIWT,0.534
6507-ZJSUR,0.534
9208-OLGAQ,0.534
5119-KEPFY,0.534
8064-RAVOH,0.534
9494-MRNYX,0.534
2786-GCDPI,0.533
5442-BHQNG,0.533
7508-SMHXL,0.533
8325-QRPZR,0.533
3799-ISUZQ,0.533
9415-DPEWS,0.533
2519-FAKOD,0.533
6656-JWRQX,0.533
2853-CWQFQ,0.533
5937-EORGB,0.533
2672-OJQZP,0.532
7615-ESMYF,0.532
0415-MOSGF,0.532
9227-LUNBG,0.532
6982-SSHFK,0.532
4690-PKDQG,0.532
4146-SVFUD,0.532
5858-EAFCZ,0.532
5908-QMGOE,0.532
6338-AVWCY,0.532
6860-YRJZP,0.532
1475-VWVDO,0.532
6158-HDPXZ,0.531
5879-SESNB,0.531
9734-UYXQI,0.531
8260-NGFNY,0.531
6145-NNPNO,0.531
8784-CGILN,0.531
3070-DVEYC,0.531
3365-SAIGS,0.531
9369-XFEHK,0.531
1816-FLZDK,0.531
2209-XADXF,0.531
4223-WOZCM,0.531
4283-FUTGF,0.53
7538-GWHML,0.53
1895-QTKDO,0.53
4482-EWFMI,0.529
8708-XPXHZ,0.529
1471-GIQKQ,0.529
3085-QUOZK,0.529
2799-ARNLO,0.529
2842-JTCCU,0.529
9133-AYJZG,0.529
6319-IEJWJ,0.529
3597-MVHJT,0.528
7901-HXJVA,0.528
4671-LXRDQ,0.528
0256-LTHVJ,0.528
7739-LAXOG,0.528
8541-QVFKM,0.528
4065-JJAVA,0.528
7503-QQRVF,0.527
4652-NNHNY,0.527
5233-AOZUF,0.527
6366-ZGQGL,0.527
2696-NARTR,0.527
4432-ADRLB,0.527
9572-WUKSB,0.527
3096-IZETN,0.527
2034-CGRHZ,0.527
3488-PGMQJ,0.526
3420-ZDBMA,0.526
9895-VFOXH,0.526
3481-JHUZH,0.526
3439-GVUSX,0.526
2603-HVKCG,0.526
6599-RCLCJ,0.526
2105-PHWON,0.526
8224-DWCKX,0.525
6993-OHLXR,0.525
6661-HBGWL,0.525
2640-PMGFL,0.525
0928-JMXNP,0.525
3211-AAPKX,0.525
7056-IMHCC,0.524
4361-JEIVL,0.524
9576-ANLXO,0.524
9279-CJEOJ,0.524
8445-DNBAE,0.524
7714-YXSMB,0.524
3733-LSYCE,0.524
7250-EQKIY,0.524
8665-UTDHZ,0.523
0402-CQAJN,0.523
5364-XYIRR,0.523
7242-QZLXF,0.523
7703-ZEKEF,0.522
3384-CTMSF,0.522
4983-CCWMC,0.522
3538-WZPHD,0.522
5307-DZCVC,0.522
9866-QEVEE,0.522
6646-VRFOL,0.521
7813-ZGGAW,0.521
6833-JMZYP,0.521
2815-CPTUL,0.521
6142-VSJQO,0.521
5167-GBFRE,0.521
4686-UXDML,0.52
5449-FIBXJ,0.52
3853-LYGAM,0.52
3050-GBUSH,0.52
6900-PXRMS,0.52
9129-UXERG,0.52
3329-WDIOK,0.52
2840-XANRC,0.52
7623-TRNQN,0.519
0378-NHQXU,0.519
5365-LLFYV,0.519
1142-WACZW,0.519
5366-IJEQJ,0.519
4902-OHLSK,0.518
3891-PUQOD,0.518
1792-UXAFY,0.517
9490-DFPMD,0.517
5630-IXDXV,0.517
0899-LIIBW,0.517
8017-LXHFA,0.517
1501-SGHBW,0.517
9992-UJOEL,0.516
4919-MOAVT,0.516
2862-PFNIK,0.516
4471-KXAUH,0.516
9286-DOJGF,0.515
9874-QLCLH,0.515
3097-NNSPB,0.515
8486-AYEQH,0.515
3858-VOBET,0.515
9944-AEXBM,0.514
3976-BWUCK,0.514
2874-YXVVA,0.514
8993-PHFWD,0.514
6317-YPKDH,0.514
9667-TKTVZ,0.514
1095-JUDTC,0.514
5960-MVTUK,0.514
2974-GGUXS,0.513
4391-RESHN,0.513
5536-RTPWK,0.513
2058-DCJBE,0.513
7586-ZATGZ,0.513
2955-BJZHG,0.513
2372-HWUHI,0.513
8938-UMKPI,0.512
8584-KMVXD,0.512
5896-NPFWW,0.511
9355-NPPFS,0.511
4484-GLZOU,0.511
7379-FNIUJ,0.511
3500-RMZLT,0.511
5889-JTMUL,0.511
0148-DCDOS,0.511
6844-DZKRF,0.511
0682-USIXD,0.51
6712-OAWRH,0.51
8903-WMRNW,0.51
8818-DOPVL,0.51
5208-HFSBT,0.508
4236-UJPWO,0.508
4716-HHKQH,0.508
5022-KVDQT,0.508
6103-BOCOU,0.508
2860-RANUS,0.508
5480-TBGPH,0.507
7240-FQLHE,0.507
4480-QQRHC,0.507
4612-SSVHJ,0.507
4201-JMNGR,0.507
9492-TOKRI,0.507
0207-MDKNV,0.506
4811-JBUVU,0.506
1907-UBQFC,0.506
5461-QKNTN,0.506
6048-QBXKL,0.506
9168-INPSZ,0.505
2592-SEIFQ,0.505
4873-ILOLJ,0.505
6876-ADESB,0.504
9469-WEJBT,0.504
8020-BWHYL,0.504
7780-OTDSO,0.504
2495-INZWQ,0.504
0475-RIJEP,0.503
7011-CVEUC,0.503
8878-HMWBV,0.503
1730-ZMAME,0.503
7734-DBOAI,0.502
0093-XWZFY,0.502
0654-HMSHN,0.502
8623-TMRBY,0.502
0927-LCSMG,0.502
1875-QIVME,0.502
4818-DRBQT,0.502
3748-FVMZZ,0.501
1777-JYQPJ,0.501
2038-LLMLM,0.501
8519-QJGJD,0.501
9506-UXUSK,0.501
8364-TRMMK,0.5
6745-JEFZB,0.5
1251-KRREG,0.5
2523-EWWZL,0.5
1406-PUQVY,0.5
2969-QWUBZ,0.5
4647-MUZON,0.499
4566-GOLUK,0.499
7675-OZCZG,0.499
2637-FKFSY,0.499
7395-IGJOS,0.499
6502-HCJTI,0.499
2573-GYRUU,0.499
9620-ENEJV,0.498
5027-QPKTE,0.498
6032-KRXXO,0.498
6339-YPSAH,0.498
6284-AHOOQ,0.498
7587-RZNME,0.497
0988-JRWWP,0.497
4184-TJFAN,0.497
4503-BDXBD,0.497
6711-VTNRE,0.497
4430-UZIPO,0.497
4128-ETESU,0.497
4124-MMETB,0.497
3536-IQCTX,0.497
8490-BXHEO,0.497
6961-VCPMC,0.496
5439-WIKXB,0.496
2091-RFFBA,0.496
2933-FILNV,0.495
3956-MGXOG,0.495
6198-RTPMF,0.495
1818-ESQMW,0.495
9743-DQKQW,0.495
5019-GQVCR,0.495
4998-IKFSE,0.495
4546-FOKWR,0.494
2739-CACDQ,0.494
1833-TCXKK,0.494
4919-IKATY,0.494
4537-DKTAL,0.494
9053-EJUNL,0.494
0322-CHQRU,0.494
5857-TYBCJ,0.493
3677-TNKIO,0.493
7579-OOPEC,0.493
1092-GANHU,0.493
2504-DSHIH,0.493
4183-MYFRB,0.493
9903-LYSAB,0.493
0947-MUGVO,0.493
5103-MHMHY,0.493
3223-DWFIO,0.492
9269-CQOOL,0.492
1307-ATKGB,0.492
1728-BQDMA,0.492
4853-OITSN,0.491
2903-YYTBW,0.491
4238-JSSWH,0.491
7979-CORPM,0.49
1763-WQFUK,0.49
4484-CGXFK,0.49
7020-OZKXZ,0.49
6542-LWGXJ,0.49
3703-KBKZP,0.489
3804-RVTGV,0.489
4013-TLDHQ,0.489
9763-PDTKK,0.489
4123-DVHPH,0.489
7729-JTEEC,0.489
1226-UDFZR,0.488
5899-OUVKV,0.488
1754-GKYPY,0.488
3714-NTNFO,0.488
1320-REHCS,0.488
3323-CPBWR,0.487
8012-SOUDQ,0.487
4369-HTUIF,0.487
9961-JBNMK,0.487
0082-OQIQY,0.487
3757-NJYBX,0.487
1589-AGTLK,0.487
8650-RHRKE,0.487
5522-JBWMO,0.486
5261-QSHQM,0.486
3002-WQZWT,0.486
4948-WBBKL,0.485
5122-CYFXA,0.485
2190-BCXEC,0.485
5226-NOZFC,0.485
4183-WCSEP,0.485
3317-HRTNN,0.484
8903-XEBGX,0.484
4026-SKKHW,0.484
7055-HNEOJ,0.484
5118-MUEYH,0.484
1902-XBTFB,0.484
3194-ORPIK,0.484
4741-WWJQZ,0.483
5389-FFVKB,0.483
1391-UBDAR,0.483
8270-RKSAP,0.483
2722-JMONI,0.483
5759-RCVCB,0.482
7967-HYCDE,0.482
4062-HBMOS,0.482
2482-CZGBB,0.481
8988-ECPJR,0.48
6311-UEUME,0.48
5519-YLDGW,0.48
3352-ALMCK,0.48
0410-IPFTY,0.48
4729-XKASR,0.48
4911-BANWH,0.48
0585-EGDDA,0.479
2960-NKRSO,0.479
8937-RDTHP,0.479
6877-LGWXO,0.479
1608-GMEWB,0.479
4815-GBTCD,0.479
0067-DKWBL,0.479
5301-GAUUY,0.479
8640-SDGKB,0.479
3932-IJWDZ,0.478
9190-MFJLN,0.478
6304-IJFSQ,0.478
3588-WSTTJ,0.478
6923-JHPMP,0.478
4971-PUYQO,0.478
2823-LKABH,0.478
9365-SRSZE,0.477
3627-FCRDW,0.477
6022-UGGSO,0.477
7627-JKIAZ,0.477
5590-BYNII,0.477
7547-EKNFS,0.477
1323-OOEPC,0.477
0018-NYROU,0.476
5515-AKOAJ,0.476
3211-ILJTT,0.476
9050-QLROH,0.476
7389-KBFIT,0.476
0439-IFYUN,0.475
7881-INRLC,0.475
3096-JRDSO,0.475
5091-HFAZW,0.474
1624-WOIWJ,0.474
2692-BUCFV,0.474
0141-YEAYS,0.474
7801-KICAO,0.474
2538-OIMXF,0.474
0114-PEGZZ,0.474
0404-SWRVG,0.474
8167-GJLRN,0.473
4547-LYTDD,0.473
5351-QESIO,0.473
0468-YRPXN,0.473
5394-SVGJV,0.472
6017-PPLPX,0.472
5044-LRQAQ,0.472
7760-OYPDY,0.472
7481-ATQQS,0.472
9722-UJOJR,0.472
9167-APMXZ,0.472
1636-NTNCO,0.472
7562-UXTPG,0.472
8155-IBNHG,0.471
5650-VDUDS,0.471
2195-ZRVAX,0.471
2227-JRSJX,0.471
5649-RXQTV,0.471
7460-ITWWP,0.471
1307-TVUFB,0.471
0388-EOPEX,0.471
5813-UECBU,0.47
9540-JYROE,0.47
2636-OHFMN,0.469
3237-AJGEH,0.469
0895-DQHEW,0.468
5973-EJGDP,0.468
6075-SLNIL,0.468
0177-PXBAT,0.468
7562-GSUHK,0.468
3932-CMDTD,0.468
7978-DKUQH,0.467
3023-GFLBR,0.467
9631-XEYKE,0.467
5816-QVHRX,0.466
7802-EFKNY,0.466
6778-YSNIH,0.466
6394-MFYNG,0.466
9692-TUSXH,0.466
5339-PXDVH,0.465
4423-YLHDV,0.465
6917-IAYHD,0.465
5605-IYGFG,0.464
8824-RWFXJ,0.464
2501-XWWTZ,0.463
1194-HVAIF,0.463
4983-CLMLV,0.463
2669-OIDSD,0.462
4299-SIMNS,0.462
0133-BMFZO,0.461
6862-CQUMB,0.461
5839-SUYVZ,0.461
3647-GMGDH,0.461
9732-KPKBW,0.461
8063-RJYNF,0.461
8837-VVWLQ,0.461
6022-KOUQO,0.46
0611-DFXKO,0.46
8849-AYPTR,0.46
8433-WXGNA,0.46
5130-IEKQT,0.46
0491-KAPQG,0.46
1251-STYSZ,0.459
2657-ALMWY,0.459
5842-POCOP,0.459
0886-QGENL,0.458
3737-XBQDD,0.458
9432-VOFYX,0.458
5331-RGMTT,0.458
8654-DHAOW,0.458
3814-MLAXC,0.458
6635-CPNUN,0.458
8685-WHQPW,0.457
4829-AUOAX,0.457
1910-FMXJM,0.457
8429-XIBUM,0.457
2884-GBPFB,0.457
9237-HQITU,0.457
0921-OHLVP,0.456
3884-HCSWG,0.456
9708-HPXWZ,0.455
0365-GXEZS,0.455
4137-BTIKL,0.455
9272-LSVYH,0.455
4918-QLLIW,0.455
6259-WJQLC,0.454
6591-QGOYB,0.454
9048-JVYVF,0.454
9714-EDSUC,0.454
5498-TXHLF,0.454
1871-MOWRM,0.454
0578-SKVMF,0.454
3923-CSIHK,0.454
2277-VWCNI,0.454
1891-UAWWU,0.453
4360-PNRQB,0.453
0320-JDNQG,0.452
7621-VPNET,0.452
3452-ABWRL,0.452
9796-BPKIW,0.452
9940-HPQPG,0.452
0641-EVBOJ,0.452
0650-BWOZN,0.452
2279-AXJJK,0.452
6173-ITPWD,0.451
6481-ESCNL,0.451
0093-EXYQL,0.451
6817-WTYHE,0.451
1842-EZJMK,0.451
1264-BYWMS,0.45
5419-KLXBN,0.45
9412-GHEEC,0.45
3658-KIBGF,0.45
3943-KDREE,0.45
5312-UXESG,0.449
8806-EAGWC,0.449
6439-GTPCA,0.449
9261-WDCAF,0.449
5016-IBERQ,0.449
0508-OOLTO,0.449
7279-BUYWN,0.449
0581-MDMPW,0.448
8914-RBTSB,0.448
9348-YVOMK,0.448
5948-UJZLF,0.447
5153-RTHKF,0.447
1016-DJTSV,0.447
3999-QGRJH,0.447
0958-YHXGP,0.447
2575-GFSOE,0.446
3904-UKFRE,0.446
0374-IOEGQ,0.446
9732-EQMWY,0.446
6986-IJDHX,0.446
3995-WFCSM,0.446
1212-GLHMD,0.446
0637-UBJRP,0.446
9819-FBNSV,0.446
3620-MWJNE,0.445
3234-VKACU,0.445
5669-SRAIP,0.445
1894-IGFSG,0.445
9919-YLNNG,0.445
6400-BWQKW,0.445
5144-TVGLP,0.445
0793-TWELN,0.445
8818-XYFCQ,0.444
7852-LECYP,0.444
5175-AOBHI,0.444
8805-JNRAZ,0.444
4398-HSCJH,0.443
0666-UXTJO,0.443
2203-GHNWN,0.443
2235-DWLJU,0.442
1173-NOEYG,0.442
9661-ACXBS,0.442
3082-VQXNH,0.442
3934-HXCFZ,0.442
1769-GRUIK,0.442
6172-FECYY,0.442
4662-EKDPQ,0.442
2831-EBWRN,0.441
3196-NVXLZ,0.441
7963-GQRMY,0.441
7794-JASDG,0.441
6888-SBYAI,0.441
3771-PZOBW,0.441
6233-HXJMX,0.441
8485-GJCDN,0.441
0311-UNPFF,0.441
2474-BRUCM,0.441
7248-VZQLC,0.441
8128-YVJRG,0.44
0411-EZJZE,0.44
2476-YGEFM,0.44
1685-BQULA,0.44
7377-DMMRI,0.44
2869-ADAWR,0.44
7284-BUYEC,0.44
5895-QSXOD,0.44
3191-CSNMG,0.439
6235-VDHOM,0.439
1319-YLZJG,0.439
0322-YINQP,0.439
8728-SKJLR,0.438
1794-HBQTJ,0.438
5916-QEWPT,0.438
4291-SHSBH,0.438
8229-TNIQA,0.438
9710-ZUSHQ,0.437
5173-WXOQV,0.437
0869-PAPRP,0.437
0139-IVFJG,0.437
9450-TRJUU,0.437
8212-CRQXP,0.436
0623-GDISB,0.436
1396-QWFBJ,0.436
8761-NSOBC,0.436
9512-UIBFX,0.436
4554-YGZIH,0.436
5606-AMZBO,0.435
1689-MRZQR,0.435
0946-CLJTI,0.435
2842-BCQGE,0.435
9529-OFXHY,0.434
3376-BMGFE,0.434
1482-OXZSY,0.434
0428-IKYCP,0.434
0461-CVKMU,0.434
9158-VCTQB,0.434
8757-TFHHJ,0.434
5175-WLYXL,0.434
4143-HHPMK,0.433
3018-TFTSU,0.433
1302-UHBDD,0.433
4248-QPAVC,0.433
8840-DQLGN,0.433
6257-RJOHI,0.432
2079-FBMZK,0.432
9927-DSWDF,0.432
9643-AVVWI,0.431
9239-ZBZZV,0.431
7404-JLKQG,0.431
7718-RXDGG,0.431
6923-EFPNL,0.431
4061-UKJWL,0.431
8387-MOJJT,0.431
6402-ZFPPI,0.431
1260-TTRXI,0.431
5493-SDRDQ,0.431
5129-JLPIS,0.431
9281-OFDMF,0.43
8189-XRIKE,0.43
5485-WUYWF,0.43
6715-OFDBP,0.43
3235-ETOOB,0.43
0419-YAAPX,0.43
1421-HCERK,0.43
2979-SXESE,0.43
5302-BDJNT,0.43
9658-WYUFB,0.43
6988-CJEYV,0.43
0504-HHAPI,0.429
9824-BEMCV,0.429
9026-RNUJS,0.429
8676-OOQEJ,0.429
9108-EJFJP,0.429
8563-OYMQY,0.429
4361-BKAXE,0.428
0867-LDTTC,0.428
7927-AUXBZ,0.428
4013-UBXWQ,0.428
4587-NUKOX,0.428
4248-HCETZ,0.428
8660-BUETV,0.428
8104-OSKWT,0.427
2277-DJJDL,0.427
3208-YPIOE,0.427
5146-CBVOE,0.427
7982-VCELR,0.427
7567-ECMCM,0.427
8601-QACRS,0.426
7410-OIEDU,0.426
7048-GXDAY,0.426
2207-QPJED,0.425
9777-WJJPR,0.425
5572-ZDXHY,0.425
9518-XXBXE,0.424
8565-CLBZW,0.424
4636-JGAAI,0.424
5201-USSQZ,0.424
4391-LNRXK,0.424
5222-IMUKT,0.424
9552-TGUZV,0.424
2325-NBPZG,0.424
7129-CAKJW,0.423
6557-BZXLQ,0.423
4993-JCRGJ,0.423
4720-VSTSI,0.422
7339-POGZN,0.422
8456-QDAVC,0.422
0975-VOOVL,0.422
9408-SSNVZ,0.422
1550-LOAHA,0.421
7993-PYKOF,0.421
6987-XQSJT,0.421
7901-TBKJX,0.421
1635-FJFCC,0.421
2675-DHUTR,0.421
7641-EUYET,0.421
3540-RZJYU,0.421
5950-AAAGJ,0.42
7693-LCKZL,0.42
6242-MBHPK,0.42
2043-WVTQJ,0.42
3503-TYDAY,0.42
3791-LGQCY,0.419
2070-XYMFH,0.419
5213-TWWJU,0.418
1427-VERSM,0.418
6402-EJMWF,0.418
6416-YJTTB,0.418
6847-KJLTS,0.418
7501-VTYLJ,0.417
1996-DBMUS,0.417
3668-QPYBK,0.417
6413-XKKPU,0.417
3855-ONCAR,0.417
6633-MPWBS,0.417
4465-VDKIQ,0.416
3197-ARFOY,0.416
3583-KRKMD,0.416
9921-QFQUL,0.416
7881-EVUAD,0.416
6985-HAYWX,0.415
9462-MJUAW,0.415
3088-LHEFH,0.415
4526-ZJJTM,0.415
6178-KFNHS,0.415
3014-WJKSM,0.415
9822-WMWVG,0.415
0221-WMXNQ,0.414
8496-EJAUI,0.414
5922-ABDVO,0.414
0455-XFASS,0.414
5482-VXSXJ,0.414
6845-RGTYS,0.414
4553-DVPZG,0.414
3669-LVWZB,0.414
1346-UFHAX,0.414
2108-YKQTY,0.413
3331-HQDTW,0.413
0310-MVLET,0.413
6693-FRIRW,0.413
8785-CJSHH,0.413
5712-AHQNN,0.413
6645-MXQJT,0.412
7929-DMBCV,0.412
3842-IYKUE,0.412
6994-KERXL,0.412
9526-JAWYF,0.412
0224-HJAPT,0.412
2604-IJPDU,0.411
5385-SUIRI,0.411
8149-AIQCG,0.411
9505-SQFSW,0.411
2632-UCGVD,0.411
7181-OQCUT,0.411
0363-QJVFX,0.411
1597-LHYNC,0.41
2718-GAXQD,0.41
3415-TAILE,0.41
4329-YPDDQ,0.41
6180-YBIQI,0.41
3453-RTHJQ,0.41
2719-BDAQO,0.409
1658-TJVOA,0.409
6786-OBWQR,0.408
0742-MOABM,0.408
5600-KTXFM,0.408
8782-LKFPK,0.408
1587-FKLZB,0.407
1230-QAJDW,0.407
3452-SRFEG,0.406
5356-CSVSQ,0.406
3859-CVCET,0.406
8751-EDEKA,0.406
2856-NNASM,0.406
5233-GEEAX,0.406
5536-SLHPM,0.406
0348-SDKOL,0.406
7268-IGMFD,0.405
5760-FXFVO,0.405
9584-EXCDZ,0.405
6288-LBEAR,0.405
0407-BDJKB,0.404
5207-PLSTK,0.404
3768-NLUBH,0.404
4325-NFSKC,0.404
5533-NHFRF,0.404
4446-BZKHU,0.404
5299-RULOA,0.404
4220-TINQT,0.403
4818-QIUFN,0.403
3969-GYXEL,0.403
7580-UGXNC,0.403
2626-URJFX,0.403
7530-HDYDS,0.403
2606-RMDHZ,0.402
3955-JBZZM,0.402
4257-GAESD,0.402
3005-TYFRD,0.402
8058-DMYRU,0.401
6458-CYIDZ,0.401
5143-EGQFK,0.401
0979-PHULV,0.401
8778-LMWTJ,0.401
2408-WITXK,0.4
6522-YRBXD,0.4
6692-YQHXC,0.4
4558-FANTW,0.4
3987-KQDDU,0.4
3898-GUYTS,0.4
9812-GHVRI,0.399
6538-POCHL,0.398
2956-GGUCQ,0.398
7658-UYUQS,0.398
4797-AXPXK,0.398
0778-NELLA,0.398
6599-CEBNN,0.398
0324-BRPCJ,0.398
9500-LTVBP,0.398
2108-XWMPY,0.396
1552-AAGRX,0.396
5419-JKZNQ,0.396
1596-BBVTG,0.396
9174-FKWZE,0.395
2305-MRGLV,0.395
6179-GJPSO,0.395
5609-IMCGG,0.394
2826-UWHIS,0.394
1013-QCWAM,0.394
8695-WDYEA,0.394
4659-NZRUF,0.393
8286-AFUYI,0.393
9079-YEXQJ,0.393
0596-BQCEQ,0.393
9003-CPATH,0.393
5647-FXOTP,0.393
3043-TYBNO,0.392
0533-BNWKF,0.392
9112-WSNPU,0.392
6771-XWBDM,0.392
8993-IZEUX,0.392
9210-IAHGH,0.392
5281-BUZGT,0.391
8910-LEDAG,0.391
7839-QRKXN,0.391
5156-UMKOW,0.391
0374-AACSZ,0.391
5356-RHIPP,0.391
9090-SGQXL,0.391
1000-AJSLD,0.391
2309-OSFEU,0.391
4897-QSUYC,0.391
1240-KNSEZ,0.391
8305-VHZBZ,0.391
1928-BXYIV,0.391
7207-RMRDB,0.391
2585-KTFRE,0.391
2378-VTKDH,0.39
7312-XSBAT,0.39
1469-LBJQJ,0.39
6377-WHAOX,0.39
6234-PFPXL,0.39
2369-FEVNO,0.389
2187-LZGPL,0.389
6825-UYPFK,0.389
7989-CHGTL,0.389
4661-NJEUX,0.389
2465-BLLEU,0.389
4800-VHZKI,0.389
4588-YBNIB,0.389
6047-YHPVI,0.389
5543-QDCRY,0.388
8630-FJLIB,0.388
4116-TZAQJ,0.388
1725-MIMXW,0.387
6464-KEXXH,0.387
1343-EHPYB,0.387
1035-IPQPU,0.387
6227-HWPWX,0.387
1622-HSHSF,0.387
5906-BFOZT,0.387
9058-MJLZC,0.387
0107-WESLM,0.387
4667-OHGKG,0.387
7298-IZWLY,0.387
8566-YPRGL,0.387
6121-VZNQB,0.387
9318-NKNFC,0.387
5502-RLUYV,0.386
4343-EJVQB,0.386
6331-LWDTQ,0.386
3683-QKIUE,0.386
7233-DRTRF,0.385
9574-RKJIF,0.385
5649-VUKMC,0.385
9793-WECQC,0.385
3207-OYBWH,0.384
8885-QSQBX,0.384
5404-GGUKR,0.384
4550-VBOFE,0.384
2141-RRYGO,0.383
0397-GZBBC,0.383
7878-JGDKK,0.383
0319-QZTCO,0.383
1732-VHUBQ,0.383
3446-QDSZF,0.383
0929-HYQEW,0.382
1580-BMCMR,0.382
6710-HSJRD,0.382
9029-FEGVJ,0.382
0531-ZZJWQ,0.381
6637-KYRCV,0.381
2921-XWDJH,0.381
6173-GOLSU,0.381
7246-ZGQDF,0.381
4523-WXCEF,0.38
2067-QYTCF,0.38
1335-NTIUC,0.38
1493-AMTIE,0.38
2955-PSXOE,0.38
0670-KDOMA,0.379
2081-KJSQF,0.379
2347-WKKAE,0.379
7529-ZDFXI,0.379
5076-YVXCM,0.379
9688-YGXVR,0.379
4070-OKWVH,0.379
5999-LCXAO,0.379
2452-KDRRH,0.379
2876-VBBBL,0.379
9526-BIHHD,0.379
8023-QHAIO,0.379
3838-OZURD,0.379
2027-WKXMW,0.379
4724-WXVWF,0.378
0843-WTBXE,0.378
4883-QICIH,0.378
7291-CDTMJ,0.378
1271-SJBGZ,0.378
7077-XJMET,0.377
3144-AUDBS,0.377
7752-XUSCI,0.377
3537-HPKQT,0.377
1550-EENBN,0.377
7271-AJDTL,0.377
3874-EQOEP,0.377
7240-ETPTR,0.376
1213-NGCUN,0.376
7693-QPEFS,0.376
2235-ZGKPT,0.376
7511-YMXVQ,0.376
8272-ONJLV,0.376
2480-SQIOB,0.376
2208-UGTGR,0.376
6729-GDNGC,0.376
1098-TDVUQ,0.376
0541-FITGH,0.375
